Year,Nationality,Placement State,Placement City,Value
2017,Dem. Rep. Congo,New York,Buffalo,132
2017,Dem. Rep. Congo,New York,Fayetteville,4
2017,Dem. Rep. Congo,New York,Poughkeepsie,5
2017,Dem. Rep. Congo,New York,Rochester,20
2017,Dem. Rep. Congo,New York,Syracuse,66
2017,Dem. Rep. Congo,New York,Utica,29
2017,Dem. Rep. Congo,North Carolina,Chapel Hill,4
2017,Dem. Rep. Congo,North Carolina,Charlotte,34
2017,Dem. Rep. Congo,North Carolina,Durham,35
2017,Dem. Rep. Congo,North Carolina,Greensboro,109
2017,Dem. Rep. Congo,North Carolina,High Point,28
2017,Dem. Rep. Congo,North Carolina,New Bern,19
2017,Dem. Rep. Congo,North Carolina,Raleigh,44
2017,Dem. Rep. Congo,North Carolina,Wilmington,1
2017,Dem. Rep. Congo,North Carolina,Winston-Salem,17
2017,Dem. Rep. Congo,North Dakota,Bismarck,13
2017,Dem. Rep. Congo,North Dakota,Fargo,36
2017,Dem. Rep. Congo,North Dakota,Grand Forks,5
2017,Dem. Rep. Congo,Ohio,Akron,54
2017,Dem. Rep. Congo,Ohio,Cincinnati,43
2017,Dem. Rep. Congo,Ohio,Cleveland,85
2017,Dem. Rep. Congo,Ohio,Cleveland Heights,40
2017,Dem. Rep. Congo,Ohio,Columbus,53
2017,Dem. Rep. Congo,Ohio,Dayton,84
2017,Dem. Rep. Congo,Oregon,Portland,54
2017,Dem. Rep. Congo,Pennsylvania,Allentown,5
2017,Dem. Rep. Congo,Pennsylvania,Erie,36
2017,Dem. Rep. Congo,Pennsylvania,Lancaster,95
2017,Dem. Rep. Congo,Pennsylvania,Mcsherrystown,1
2017,Dem. Rep. Congo,Pennsylvania,Philadelphia,35
2017,Dem. Rep. Congo,Pennsylvania,Pittsburgh,50
2017,Dem. Rep. Congo,Pennsylvania,Scranton,33
2017,Dem. Rep. Congo,Rhode Island,Providence,34
2017,Dem. Rep. Congo,South Carolina,Charleston,24
2017,Dem. Rep. Congo,South Carolina,Columbia,9
2017,Dem. Rep. Congo,South Carolina,Spartanburg,5
2017,Dem. Rep. Congo,South Dakota,Sioux Falls,19
2017,Dem. Rep. Congo,Tennessee,Antioch,14
2017,Dem. Rep. Congo,Tennessee,Knoxville,28
2017,Dem. Rep. Congo,Tennessee,Memphis,36
2017,Dem. Rep. Congo,Tennessee,Nashville,108
2017,Dem. Rep. Congo,Texas,Abilene,75
2017,Dem. Rep. Congo,Texas,Amarillo,70
2017,Dem. Rep. Congo,Texas,Austin,56
2017,Dem. Rep. Congo,Texas,Dallas,95
2017,Dem. Rep. Congo,Texas,Fort Worth,112
2017,Dem. Rep. Congo,Texas,Houston,156
2017,Dem. Rep. Congo,Texas,Midland,2
2017,Dem. Rep. Congo,Texas,San Antonio,7
2017,Dem. Rep. Congo,Utah,Salt Lake City,147
2017,Dem. Rep. Congo,Utah,West Valley City,4
2017,Dem. Rep. Congo,Vermont,Burlington,7
2017,Dem. Rep. Congo,Vermont,Colchester,36
2017,Dem. Rep. Congo,Vermont,South Burlington,1
2017,Dem. Rep. Congo,Virginia,Charlottesville,12
2017,Dem. Rep. Congo,Virginia,Harrisonburg,43
2017,Dem. Rep. Congo,Virginia,Newport News,23
2017,Dem. Rep. Congo,Virginia,Richmond,12
2017,Dem. Rep. Congo,Virginia,Roanoke,6
2017,Dem. Rep. Congo,Washington,Kent,8
2017,Dem. Rep. Congo,Washington,Richland,1
2017,Dem. Rep. Congo,Washington,Seattle,14
2017,Dem. Rep. Congo,Washington,Spokane,16
2017,Dem. Rep. Congo,Washington,Tacoma,2
2017,Dem. Rep. Congo,Washington,Vancouver,2
2017,Dem. Rep. Congo,Wisconsin,Appleton,5
2017,Dem. Rep. Congo,Wisconsin,Madison,13
2017,Dem. Rep. Congo,Wisconsin,Milwaukee,20
2017,Dem. Rep. Congo,Wisconsin,Oshkosh,14
2017,Dem. Rep. Congo,Wisconsin,Spencer,5
2017,Djibouti,Minnesota,Roseville,1
2017,Djibouti,Rhode Island,Providence,1
2017,Egypt,California,Glendale,1
2017,Egypt,North Carolina,Charlotte,2
2017,El Salvador,Arkansas,Dardanelle,2
2017,El Salvador,Arkansas,Fayetteville,10
2017,El Salvador,Arkansas,Russellville,1
2017,El Salvador,California,Anaheim,2
2017,El Salvador,California,Arleta,1
2017,El Salvador,California,Bakersfield,1
2017,El Salvador,California,Bellflower,2
2017,El Salvador,California,Burbank,1
2017,El Salvador,California,Corona,1
2017,El Salvador,California,Garden Grove,1
2017,El Salvador,California,Gardena,1
2017,El Salvador,California,Glendale,13
2017,El Salvador,California,Inglewood,2
2017,El Salvador,California,La Puente,2
2017,El Salvador,California,Lancaster,1
2017,El Salvador,California,Long Beach,3
2017,El Salvador,California,Los Angeles,63
2017,El Salvador,California,Lynwood,4
2017,El Salvador,California,Malibu,2
2017,El Salvador,California,Maywood,5
2017,El Salvador,California,Mission Viejo,1
2017,El Salvador,California,North Hollywood,3
2017,El Salvador,California,Oakland,21
2017,El Salvador,California,Ontario,1
2017,El Salvador,California,Oxnard,5
2017,El Salvador,California,Pacoima,3
2017,El Salvador,California,Pomona,3
2017,El Salvador,California,Riverside,1
2017,El Salvador,California,San Jose,8
2017,El Salvador,California,Santa Ana,6
2017,El Salvador,California,Santa Maria,1
2017,El Salvador,California,South Gate,6
2017,El Salvador,California,Stockton,2
2017,El Salvador,California,Sunland,1
2017,El Salvador,California,Turlock,4
2017,El Salvador,California,Van Nuys,5
2017,El Salvador,California,Winnetka,2
2017,El Salvador,Colorado,Denver,3
2017,El Salvador,Colorado,El Jebel,3
2017,El Salvador,Colorado,Glenwood Springs,2
2017,El Salvador,Colorado,Greeley,2
2017,El Salvador,Colorado,Snowmass,3
2017,El Salvador,Florida,Clearwater,2
2017,El Salvador,Florida,Doral,13
2017,El Salvador,Florida,Homestead,2
2017,El Salvador,Florida,Lake Worth,2
2017,El Salvador,Florida,Miami,6
2017,El Salvador,Florida,Miami Springs,2
2017,El Salvador,Florida,Ocala,2
2017,El Salvador,Florida,Palm Springs,4
2017,El Salvador,Florida,Tallahassee,1
2017,El Salvador,Florida,Tampa,1
2017,El Salvador,Georgia,Atlanta,19
2017,El Salvador,Georgia,Dalton,2
2017,El Salvador,Georgia,Duluth,3
2017,El Salvador,Georgia,Gainesville,1
2017,El Salvador,Georgia,Lawrenceville,2
2017,El Salvador,Georgia,Marietta,3
2017,El Salvador,Georgia,Norcross,10
2017,El Salvador,Georgia,Smyrna,2
2017,El Salvador,Illinois,Chicago,5
2017,El Salvador,Illinois,Elgin,2
2017,El Salvador,Indiana,Huntingburg,2
2017,El Salvador,Indiana,Indianapolis,2
2017,El Salvador,Iowa,Ottumwa,1
2017,El Salvador,Kansas,Shawnee,3
2017,El Salvador,Kentucky,Bowling Green,1
2017,El Salvador,Louisiana,New Orleans,1
2017,El Salvador,Maryland,Baltimore,15
2017,El Salvador,Maryland,College Park,1
2017,El Salvador,Maryland,Hyattsville,25
2017,El Salvador,Maryland,Riverdale,22
2017,El Salvador,Maryland,Rockville,2
2017,El Salvador,Maryland,Silver Spring,52
2017,El Salvador,Massachusetts,Boston,1
2017,El Salvador,Massachusetts,Chelsea,13
2017,El Salvador,Massachusetts,East Boston,8
2017,El Salvador,Massachusetts,Everett,7
2017,El Salvador,Massachusetts,Framingham,1
2017,El Salvador,Massachusetts,Hudson,1
2017,El Salvador,Massachusetts,Leominster,1
2017,El Salvador,Massachusetts,Lynn,3
2017,El Salvador,Massachusetts,Medford,2
2017,El Salvador,Massachusetts,Nantucket,7
2017,El Salvador,Massachusetts,New Bedford,1
2017,El Salvador,Massachusetts,Revere,3
2017,El Salvador,Massachusetts,Somerville,5
2017,El Salvador,Massachusetts,Worcester,1
2017,El Salvador,Minnesota,Bloomington,1
2017,El Salvador,Minnesota,Saint Paul,3
2017,El Salvador,Nebraska,Lincoln,2
2017,El Salvador,Nebraska,Omaha,5
2017,El Salvador,Nevada,Henderson,1
2017,El Salvador,Nevada,Las Vegas,4
2017,El Salvador,New Jersey,Elizabeth,43
2017,El Salvador,New Jersey,Jersey City,1
2017,El Salvador,New York,Bardonia,1
2017,El Salvador,New York,Bay Shore,1
2017,El Salvador,New York,Brentwood,3
2017,El Salvador,New York,Brooklyn,1
2017,El Salvador,New York,Central Islip,5
2017,El Salvador,New York,Elmont,1
2017,El Salvador,New York,Far Rockaway,3
2017,El Salvador,New York,Flushing,3
2017,El Salvador,New York,Huntington,3
2017,El Salvador,New York,Kingston,1
2017,El Salvador,New York,Mahopac,4
2017,El Salvador,New York,New York,1
2017,El Salvador,New York,Roosevelt,1
2017,El Salvador,New York,Valley Stream,1
2017,El Salvador,New York,West Hempstead,4
2017,El Salvador,New York,Westbury,4
2017,El Salvador,New York,Woodhaven,1
2017,El Salvador,New York,Wyandanch,1
2017,El Salvador,North Carolina,Charlotte,9
2017,El Salvador,North Carolina,Durham,14
2017,El Salvador,North Carolina,Manteo,2
2017,El Salvador,North Carolina,Raleigh,5
2017,El Salvador,North Carolina,Winston-Salem,1
2017,El Salvador,Ohio,Canton,1
2017,El Salvador,Ohio,Columbus,1
2017,El Salvador,Oregon,Hermiston,5
2017,El Salvador,Oregon,Portland,5
2017,El Salvador,Pennsylvania,Lancaster,2
2017,El Salvador,Pennsylvania,Scranton,1
2017,El Salvador,Rhode Island,Providence,1
2017,El Salvador,Tennessee,Chattanooga,2
2017,El Salvador,Tennessee,Clarksville,3
2017,El Salvador,Tennessee,Memphis,3
2017,El Salvador,Tennessee,Nashville,5
2017,El Salvador,Tennessee,Smyrna,1
2017,El Salvador,Texas,Austin,5
2017,El Salvador,Texas,Channelview,2
2017,El Salvador,Texas,Cypress,1
2017,El Salvador,Texas,Dallas,70
2017,El Salvador,Texas,Garland,2
2017,El Salvador,Texas,Haltom City,2
2017,El Salvador,Texas,Houston,19
2017,El Salvador,Texas,Irving,2
2017,El Salvador,Texas,New Caney,1
2017,El Salvador,Texas,Spring,2
2017,El Salvador,Utah,Price,1
2017,El Salvador,Utah,Saint George,2
2017,El Salvador,Utah,Taylorsville,2
2017,El Salvador,Virginia,Alexandria,2
2017,El Salvador,Virginia,Annandale,2
2017,El Salvador,Virginia,Arlington,3
2017,El Salvador,Virginia,Falls Church,41
2017,El Salvador,Virginia,Fredericksburg,4
2017,El Salvador,Virginia,Goodview,1
2017,El Salvador,Virginia,Harrisonburg,2
2017,El Salvador,Virginia,Herndon,8
2017,El Salvador,Virginia,Manassas,9
2017,El Salvador,Virginia,Richmond,3
2017,El Salvador,Virginia,Sterling,8
2017,El Salvador,Virginia,Triangle,2
2017,El Salvador,Virginia,Vienna,1
2017,El Salvador,Virginia,Woodbridge,5
2017,El Salvador,Washington,Seatac,1
2017,El Salvador,Washington,Seattle,1
2017,Eritrea,Arizona,Glendale,20
2017,Eritrea,Arizona,Phoenix,44
2017,Eritrea,Arizona,Tucson,21
2017,Eritrea,California,Fullerton,2
2017,Eritrea,California,Glendale,4
2017,Eritrea,California,Hayward,1
2017,Eritrea,California,Los Gatos,2
2017,Eritrea,California,Oakland,18
2017,Eritrea,California,San Diego,20
2017,Eritrea,California,San Jose,29
2017,Eritrea,California,Walnut Creek,1
2017,Eritrea,Colorado,Aurora,6
2017,Eritrea,Colorado,Colorado Springs,1
2017,Eritrea,Colorado,Denver,45
2017,Eritrea,Colorado,Greeley,9
2017,Eritrea,Colorado,Lakewood,5
2017,Eritrea,Connecticut,Bridgeport,25
2017,Eritrea,Connecticut,New Haven,3
2017,Eritrea,Delaware,Wilmington,7
2017,Eritrea,District of Columbia,Washington,1
2017,Eritrea,Florida,Clearwater,31
2017,Eritrea,Florida,Doral,12
2017,Eritrea,Florida,Jacksonville,44
2017,Eritrea,Florida,Tampa,12
2017,Eritrea,Georgia,Atlanta,41
2017,Eritrea,Georgia,Clarkston,2
2017,Eritrea,Georgia,Lawrenceville,1
2017,Eritrea,Georgia,Norcross,6
2017,Eritrea,Georgia,Stone Mountain,17
2017,Eritrea,Idaho,Boise,10
2017,Eritrea,Idaho,Twin Falls,20
2017,Eritrea,Illinois,Chicago,75
2017,Eritrea,Illinois,Lisle,9
2017,Eritrea,Illinois,Rockford,7
2017,Eritrea,Illinois,Wheaton,3
2017,Eritrea,Indiana,Indianapolis,47
2017,Eritrea,Iowa,Clive,3
2017,Eritrea,Iowa,Des Moines,93
2017,Eritrea,Iowa,Iowa City,1
2017,Eritrea,Iowa,Ottumwa,1
2017,Eritrea,Iowa,Perry,4
2017,Eritrea,Kansas,Garden City,5
2017,Eritrea,Kansas,Wichita,26
2017,Eritrea,Kentucky,Louisville,10
2017,Eritrea,Louisiana,Baton Rouge,5
2017,Eritrea,Louisiana,New Orleans,12
2017,Eritrea,Maine,Portland,5
2017,Eritrea,Maryland,Baltimore,70
2017,Eritrea,Maryland,Beltsville,1
2017,Eritrea,Maryland,Glen Burnie,3
2017,Eritrea,Maryland,Hyattsville,4
2017,Eritrea,Maryland,Owings Mills,1
2017,Eritrea,Maryland,Riverdale,13
2017,Eritrea,Maryland,Silver Spring,6
2017,Eritrea,Massachusetts,Boston,11
2017,Eritrea,Massachusetts,Lowell,1
2017,Eritrea,Massachusetts,Somerville,2
2017,Eritrea,Massachusetts,Springfield,3
2017,Eritrea,Massachusetts,Worcester,3
2017,Eritrea,Michigan,Ann Arbor,20
2017,Eritrea,Michigan,Grand Rapids,19
2017,Eritrea,Michigan,Kalamazoo,2
2017,Eritrea,Michigan,Lansing,3
2017,Eritrea,Michigan,Madison Heights,1
2017,Eritrea,Michigan,Traverse City,1
2017,Eritrea,Minnesota,Little Canada,1
2017,Eritrea,Minnesota,Minneapolis,7
2017,Eritrea,Minnesota,Saint Paul,3
2017,Eritrea,Minnesota,Woodbury,1
2017,Eritrea,Mississippi,Jackson,1
2017,Eritrea,Missouri,Columbia,20
2017,Eritrea,Missouri,Kansas City,5
2017,Eritrea,Missouri,Saint Joseph,1
2017,Eritrea,Missouri,Saint Louis,8
2017,Eritrea,Montana,Missoula,52
2017,Eritrea,Nevada,Las Vegas,35
2017,Eritrea,New Hampshire,Manchester,8
2017,Eritrea,New Hampshire,Nashua,3
2017,Eritrea,New Jersey,Jersey City,16
2017,Eritrea,New York,Brooklyn,2
2017,Eritrea,New York,Buffalo,62
2017,Eritrea,New York,Rochester,5
2017,Eritrea,New York,Syracuse,22
2017,Eritrea,North Carolina,Charlotte,18
2017,Eritrea,North Carolina,Durham,31
2017,Eritrea,North Carolina,Fuquay-Varina,1
2017,Eritrea,North Carolina,Greensboro,13
2017,Eritrea,North Carolina,High Point,5
2017,Eritrea,North Carolina,Matthews,1
2017,Eritrea,North Carolina,North Wilkesboro,2
2017,Eritrea,North Carolina,Raleigh,18
2017,Eritrea,North Carolina,Winston-Salem,10
2017,Eritrea,North Dakota,Fargo,4
2017,Eritrea,North Dakota,Grand Forks,2
2017,Eritrea,Ohio,Cincinnati,9
2017,Eritrea,Ohio,Cleveland,1
2017,Eritrea,Ohio,Columbus,49
2017,Eritrea,Ohio,Dayton,5
2017,Eritrea,Oklahoma,Guymon,3
2017,Eritrea,Oklahoma,Oklahoma City,3
2017,Eritrea,Oregon,Portland,22
2017,Eritrea,Pennsylvania,Allentown,23
2017,Eritrea,Pennsylvania,Erie,7
2017,Eritrea,Pennsylvania,Lancaster,27
2017,Eritrea,Pennsylvania,Philadelphia,24
2017,Eritrea,Pennsylvania,Pittsburgh,8
2017,Eritrea,Rhode Island,Providence,8
2017,Eritrea,South Carolina,Columbia,2
2017,Eritrea,South Dakota,Sioux Falls,59
2017,Eritrea,Tennessee,Memphis,2
2017,Eritrea,Tennessee,Nashville,4
2017,Eritrea,Texas,Amarillo,4
2017,Eritrea,Texas,Austin,6
2017,Eritrea,Texas,Dallas,59
2017,Eritrea,Texas,Fort Worth,28
2017,Eritrea,Texas,Houston,83
2017,Eritrea,Texas,Missouri City,3
2017,Eritrea,Texas,Richardson,4
2017,Eritrea,Texas,San Antonio,19
2017,Eritrea,Utah,Logan,3
2017,Eritrea,Utah,Salt Lake City,5
2017,Eritrea,Virginia,Fairfax,1
2017,Eritrea,Virginia,Falls Church,11
2017,Eritrea,Virginia,Harrisonburg,10
2017,Eritrea,Virginia,Herndon,2
2017,Eritrea,Virginia,Newport News,8
2017,Eritrea,Virginia,Norfolk,4
2017,Eritrea,Virginia,Richmond,5
2017,Eritrea,Virginia,Virginia Beach,1
2017,Eritrea,Washington,Kent,10
2017,Eritrea,Washington,Kirkland,1
2017,Eritrea,Washington,Renton,3
2017,Eritrea,Washington,Seattle,45
2017,Eritrea,Washington,Spokane,5
2017,Eritrea,Washington,Tukwila,4
2017,Eritrea,Wisconsin,Milwaukee,1
2017,Ethiopia,Arizona,Phoenix,14
2017,Ethiopia,Arizona,Tucson,5
2017,Ethiopia,Arkansas,Paragould,2
2017,Ethiopia,California,Oakland,3
2017,Ethiopia,California,San Diego,2
2017,Ethiopia,California,San Jose,2
2017,Ethiopia,Colorado,Aurora,1
2017,Ethiopia,Colorado,Colorado Springs,5
2017,Ethiopia,Colorado,Denver,6
2017,Ethiopia,Colorado,Fort Morgan,1
2017,Ethiopia,Connecticut,Hartford,1
2017,Ethiopia,Connecticut,New Haven,2
2017,Ethiopia,Florida,Jacksonville,10
2017,Ethiopia,Florida,Orlando,3
2017,Ethiopia,Georgia,Atlanta,19
2017,Ethiopia,Georgia,Clarkston,8
2017,Ethiopia,Georgia,Stone Mountain,11
2017,Ethiopia,Illinois,Chicago,16
2017,Ethiopia,Illinois,Rockford,1
2017,Ethiopia,Indiana,Indianapolis,6
2017,Ethiopia,Iowa,Des Moines,6
2017,Ethiopia,Iowa,Perry,1
2017,Ethiopia,Iowa,Sioux City,6
2017,Ethiopia,Kansas,Garden City,3
2017,Ethiopia,Kansas,Kansas City,2
2017,Ethiopia,Kansas,Wichita,4
2017,Ethiopia,Kentucky,Henderson,1
2017,Ethiopia,Kentucky,Louisville,10
2017,Ethiopia,Maine,Portland,1
2017,Ethiopia,Maine,Westbrook,3
2017,Ethiopia,Maryland,Baltimore,5
2017,Ethiopia,Maryland,Silver Spring,7
2017,Ethiopia,Maryland,Takoma Park,1
2017,Ethiopia,Massachusetts,South Boston,4
2017,Ethiopia,Massachusetts,Worcester,1
2017,Ethiopia,Michigan,Grand Rapids,1
2017,Ethiopia,Minnesota,Austin,12
2017,Ethiopia,Minnesota,Brooklyn Center,5
2017,Ethiopia,Minnesota,Brooklyn Park,8
2017,Ethiopia,Minnesota,Columbia Heights,4
2017,Ethiopia,Minnesota,Cottage Grove,1
2017,Ethiopia,Minnesota,Faribault,3
2017,Ethiopia,Minnesota,Fridley,2
2017,Ethiopia,Minnesota,Inver Grove Heights,1
2017,Ethiopia,Minnesota,Lakeville,1
2017,Ethiopia,Minnesota,Minneapolis,30
2017,Ethiopia,Minnesota,New Brighton,4
2017,Ethiopia,Minnesota,Rochester,8
2017,Ethiopia,Minnesota,Saint Cloud,10
2017,Ethiopia,Minnesota,Saint Paul,15
2017,Ethiopia,Minnesota,Waite Park,2
2017,Ethiopia,Minnesota,Willmar,3
2017,Ethiopia,Minnesota,Worthington,9
2017,Ethiopia,Missouri,Columbia,1
2017,Ethiopia,Missouri,Kansas City,2
2017,Ethiopia,Missouri,Saint Louis,2
2017,Ethiopia,Montana,Missoula,4
2017,Ethiopia,Nebraska,Grand Island,1
2017,Ethiopia,Nebraska,Lexington,1
2017,Ethiopia,Nebraska,Omaha,8
2017,Ethiopia,Nebraska,Schuyler,3
2017,Ethiopia,Nebraska,South Sioux City,3
2017,Ethiopia,Nevada,Las Vegas,10
2017,Ethiopia,New York,Buffalo,4
2017,Ethiopia,New York,Syracuse,3
2017,Ethiopia,North Carolina,Charlotte,2
2017,Ethiopia,North Carolina,Durham,1
2017,Ethiopia,North Carolina,High Point,1
2017,Ethiopia,North Carolina,Indian Trail,2
2017,Ethiopia,North Carolina,Winston-Salem,4
2017,Ethiopia,North Dakota,Bismarck,4
2017,Ethiopia,North Dakota,Fargo,6
2017,Ethiopia,Ohio,Cleveland,1
2017,Ethiopia,Ohio,Columbus,6
2017,Ethiopia,Oklahoma,Guymon,1
2017,Ethiopia,Oregon,Happy Valley,1
2017,Ethiopia,Oregon,Portland,1
2017,Ethiopia,Pennsylvania,Elkins Park,1
2017,Ethiopia,Pennsylvania,Erie,10
2017,Ethiopia,Pennsylvania,Lancaster,5
2017,Ethiopia,Pennsylvania,Philadelphia,1
2017,Ethiopia,Rhode Island,Providence,1
2017,Ethiopia,South Dakota,Sioux Falls,2
2017,Ethiopia,Tennessee,Memphis,5
2017,Ethiopia,Tennessee,Nashville,2
2017,Ethiopia,Texas,Austin,2
2017,Ethiopia,Texas,Dallas,7
2017,Ethiopia,Texas,Fort Worth,1
2017,Ethiopia,Texas,Houston,14
2017,Ethiopia,Utah,Salt Lake City,16
2017,Ethiopia,Vermont,Burlington,1
2017,Ethiopia,Washington,Seattle,12
2017,Ethiopia,Washington,Tukwila,4
2017,Ethiopia,Wisconsin,Milwaukee,2
2017,Ghana,Georgia,Atlanta,3
2017,Guatemala,California,Buena Park,13
2017,Guatemala,California,Glendale,3
2017,Guatemala,California,Los Angeles,1
2017,Guatemala,California,Oakland,4
2017,Guatemala,California,Van Nuys,1
2017,Guatemala,California,West Covina,1
2017,Guatemala,California,Winnetka,1
2017,Guatemala,Colorado,Denver,1
2017,Guatemala,Massachusetts,Chelsea,4
2017,Guatemala,Nevada,Las Vegas,2
2017,Guatemala,Oregon,Portland,2
2017,Guatemala,Virginia,Alexandria,1
2017,Guinea,Arizona,Glendale,1
2017,Guinea,Massachusetts,Waltham,2
2017,Guinea,Mississippi,Jackson,1
2017,Guinea,North Dakota,Fargo,1
2017,Guinea,Pennsylvania,Roslyn,1
2017,Guinea,Texas,Austin,1
2017,Honduras,California,Los Angeles,3
2017,Honduras,Florida,Clearwater,1
2017,Honduras,Florida,Miami,4
2017,Honduras,Florida,Tampa,2
2017,Honduras,Iowa,Sioux City,1
2017,Honduras,Maryland,Silver Spring,3
2017,Honduras,New Jersey,Elizabeth,6
2017,Honduras,New York,Bronx,4
2017,Honduras,North Carolina,Charlotte,8
2017,Honduras,North Carolina,Durham,4
2017,Honduras,Oklahoma,Oklahoma City,1
2017,Honduras,Texas,Austin,2
2017,Honduras,Texas,Dallas,3
2017,Honduras,Texas,Houston,1
2017,Honduras,Texas,Porter,2
2017,Honduras,Virginia,Alexandria,2
2017,Honduras,Virginia,Falls Church,1
2017,Honduras,Virginia,Woodbridge,2
2017,Honduras,Wisconsin,Hammond,1
2017,India,Georgia,Stone Mountain,1
2017,Indonesia,Indiana,Indianapolis,2
2017,Iran,Arizona,Glendale,6
2017,Iran,Arizona,Phoenix,15
2017,Iran,Arizona,Scottsdale,2
2017,Iran,Arizona,Tucson,2
2017,Iran,California,Agoura Hills,2
2017,Iran,California,Anaheim,9
2017,Iran,California,Beverly Hills,1
2017,Iran,California,Bonsall,2
2017,Iran,California,Brea,2
2017,Iran,California,Burbank,20
2017,Iran,California,Calabasas,1
2017,Iran,California,Canoga Park,4
2017,Iran,California,Carmichael,1
2017,Iran,California,Citrus Heights,6
2017,Iran,California,Cypress,1
2017,Iran,California,El Cajon,2
2017,Iran,California,Encino,7
2017,Iran,California,Fallbrook,3
2017,Iran,California,Folsom,5
2017,Iran,California,Glendale,508
2017,Iran,California,Irvine,3
2017,Iran,California,La Canada Flintridge,1
2017,Iran,California,La Crescenta,4
2017,Iran,California,Ladera Ranch,1
2017,Iran,California,Los Angeles,153
2017,Iran,California,Los Gatos,34
2017,Iran,California,Martinez,3
2017,Iran,California,Modesto,5
2017,Iran,California,North Hills,3
2017,Iran,California,Oakland,5
2017,Iran,California,Palm Desert,2
2017,Iran,California,Rancho Cordova,5
2017,Iran,California,Rancho Palos Verdes,2
2017,Iran,California,Roseville,3
2017,Iran,California,Sacramento,16
2017,Iran,California,San Diego,29
2017,Iran,California,San Jose,6
2017,Iran,California,South Lake Tahoe,4
2017,Iran,California,Sunland-Tujunga,2
2017,Iran,California,Tarzana,2
2017,Iran,California,Torrance,1
2017,Iran,California,Tujunga,8
2017,Iran,California,Turlock,45
2017,Iran,California,Walnut Creek,5
2017,Iran,California,West Hills,1
2017,Iran,California,Winnetka,3
2017,Iran,California,Woodland Hills,3
2017,Iran,Colorado,Denver,7
2017,Iran,Connecticut,Bridgeport,1
2017,Iran,Florida,Clearwater,8
2017,Iran,Florida,Doral,3
2017,Iran,Florida,Jacksonville,2
2017,Iran,Florida,Miami Springs,1
2017,Iran,Florida,Tampa,1
2017,Iran,Georgia,Atlanta,13
2017,Iran,Georgia,Cumming,5
2017,Iran,Georgia,Lawrenceville,2
2017,Iran,Georgia,Loganville,1
